MONTAGNIEU;387
CHAMPAGNE-EN-VALROMEY;674
AMBERIEUX-EN-DOMBES;1407
LA BOISSE;2704
PARCIEUX;914
SAINT-DIDIER-D'AUSSIAT;667
SAINT-NIZIER-LE-BOUCHOUX;546
ARS-SUR-FORMANS;1100
ANGLEFORT;772
CORLIER;73
FERNEY-VOLTAIRE;7071
SAINT-MAURICE-DE-REMENS;605
CHATILLON-LA-PALUD;1075
SAINT-SULPICE;103
SAINT-BOIS;102
VIRIGNIN;642
PREMILLIEU;33
GENOUILLEUX;400
REYSSOUZE;714
COLLONGES;1105
SAINT-GERMAIN-DE-JOUX;476
BREGNIER-CORDON;566
SAINT-MARTIN-LE-CHATEL;652
MARIGNIEU;156
LES NEYROLLES;617
SULIGNAT;485
BENY;613
INJOUX-GENISSIAT;966
CHANAY;573
CHATILLON-SUR-CHALARONNE;4130
FARGES;589
SAINT-ALBAN;133
CURTAFOND;589
VIRIAT;5287
BELLEYDOUX;277
BAGE-LE-CHATEL;759
SAINTE-OLIVE;254
SAINT-GENIS-SUR-MENTHON;363
DOMSURE;403
CHAVANNES-SUR-SURAN;485
PRIAY;1152
PEYRIEU;649
LALLEYRIAT;195
SERGY;1247
SAINT-MARTIN-DU-FRENE;1050
SAINT-MAURICE-DE-BEYNOST;4017
SERVAS;915
CUZIEU;304
JAYAT;774
LAVOURS;117
CHEVROUX;657
POLLIEU;122
BELIGNEUX;2595
BRENAZ;105
BENONCES;241
SAINT-JEAN-LE-VIEUX;1449
BEAUREGARD;816
OYONNAX;24188
MIONNAY;2111
GERMAGNAT;92
COLIGNY;1091
SIMANDRE-SUR-SURAN;638
L'ABERGEMENT-CLEMENCIAT;725
LESCHEROUX;596
ORNEX;2666
DOMMARTIN;597
LOMPNAS;147
BETTANT;685
ARMIX;15
FEILLENS;2935
CHAVORNAY;176
CHALLEX;1060
VONGNES;89
MAGNIEU;292
GROISSIAT;749
DOMPIERRE-SUR-CHALARONNE;280
MONTLUEL;6456
LE POIZAT;321
HOSTIAZ;62
MONTANGES;282
SAINTE-JULIE;534
BEY;221
SONTHONNAX-LA-MONTAGNE;303
MEZERIAT;1912
BELLIGNAT;3505
SAINT-MARCEL;1058
BELLEY;8002
CORBONOD;898
NEYRON;2155
SAINT-PAUL-DE-VARAX;1190
PRESSIAT;191
CHAZEY-BONS;665
SERVIGNAT;135
MARLIEUX;676
ANDERT-ET-CONDON;275
HAUTECOURT-ROMANECHE;678
CROTTET;1479
DRUILLAT;879
DOMPIERRE-SUR-VEYLE;968
PEROUGES;1102
RIGNIEUX-LE-FRANC;839
GIRON;100
CERDON;672
CRUZILLES-LES-MEPILLAT;651
LELEX;220
LHOPITAL;49
SEGNY;1350
CHEIGNIEU-LA-BALME;112
SAINT-VULBAS;803
ECHALLON;665
LE MONTELLIER;218
MARTIGNAT;1265
CEYZERIAT;2388
MONTCET;489
VONNAS;2419
BUELLAS;1288
SAINT-BENIGNE;817
CHEVILLARD;132
BOULIGNEUX;290
CONTREVOZ;430
CHAMPDOR;426
PORT;913
SURJOUX;69
CHAMPFROMIER;591
VESINES;113
SEILLONNAZ;123
VARAMBON;386
LE GRAND-ABERGEMENT;108
JASSANS-RIOTTIER;5333
ASNIERES-SUR-SAONE;69
CONDAMINE;285
LHUIS;721
ROMANS;522
PIZAY;638
CERTINES;1287
RUFFIEU;188
MEXIMIEUX;6835
SAINT-RAMBERT-EN-BUGEY;2067
AMBRONAY;2144
CIZE;128
SAINT-GERMAIN-SUR-RENON;217
VILLETTE-SUR-AIN;472
DAGNEUX;3760
BOISSEY;202
SALAVRE;285
BRION;559
LABALME;135
SAUVERNY;1017
MONTCEAUX;908
BRENOD;427
MISERIEUX;1432
PREVESSIN-MOENS;4263
LENT;1148
MARSONNAS;728
MANZIAT;1596
TREVOUX;6392
BELLEGARDE-SUR-VALSERINE;10878
BOURG-EN-BRESSE;40628
CONFORT;499
SAINT-DENIS-LES-BOURG;4920
MASSIGNIEU-DE-RIVES;498
SAINT-ETIENNE-SUR-CHALARONNE;1178
BOHAS-MEYRIAT-RIGNAT;724
CHEVRY;808
FAREINS;1668
GORREVOD;561
VALEINS;67
VIEU-D'IZENAVE;536
TOUSSIEUX;732
ARBIGNY;330
MALAFRETAZ;674
SAMOGNAT;421
CRAS-SUR-REYSSOUZE;905
MESSIMY-SUR-SAONE;932
POUGNY;628
SANDRANS;416
PONT-DE-VEYLE;1485
MIJOUX;312
SAINT-JEAN-DE-GONVILLE;1201
SAINT-ANDRE-LE-BOUCHOUX;191
CHANEINS;560
JOYEUX;206
TRAMOYES;1525
BIZIAT;647
IZENAVE;146
BELMONT-LUTHEZIEU;400
ARBENT;3623
SUTRIEU;218
SERRIERES-DE-BRIORD;960
ARANC;275
CHALEY;107
CURCIAT-DONGALON;406
LOYETTES;2331
GEX;7771
COURTES;218
BEREZIAT;341
LAPEYROUSE;225
APREMONT;328
VILLIEU-LOYES-MOLLON;2405
LEYMENT;922
ETREZ;642
GERCY;314
VILLEMONTOIRE;210
BRANCOURT-LE-GRAND;636
LICY-CLIGNON;80
PROISY;295
CHAMBRY;784
MONT-SAINT-JEAN;76
MORGNY-EN-THIERACHE;96
MESNIL-SAINT-LAURENT;425
ANNOIS;382
BRUNEHAMEL;509
AUDIGNICOURT;98
MONTIGNY-SUR-CRECY;311
LOR;122
CHIVRES-EN-LAONNOIS;339
SAINT-GOBAIN;2340
UGNY-LE-GAY;166
HAPPENCOURT;162
PROUVAIS;393
AZY-SUR-MARNE;381
TERNY-SORNY;327
DROIZY;79
PIGNICOURT;135
MOUSSY-VERNEUIL;113
AGUILCOURT;359
MONTAIGU;673
MOULINS;81
SAULCHERY;660
NANTEUIL-LA-FOSSE;133
GUIGNICOURT;2203
BUCY-LE-LONG;1954
LONGPONT;294
MONTGOBERT;185
NOIRCOURT;91
ROZET-SAINT-ALBIN;292
CHIVY-LES-ETOUVELLES;541
CHAVONNE;180
ARTONGES;145
OISY;417
JUVIGNY;277
MARCHAIS-EN-BRIE;240
BOUCONVILLE-VAUCLAIR;161
LA BOUTEILLE;508
LY-FONTAINE;86
LOGNY-LES-AUBENTON;73
CUIRIEUX;143
IRON;225
JONCOURT;332
EFFRY;406
JUMIGNY;68
CHAOURSE;522
SAINT-REMY-BLANZY;203
BEAUMONT-EN-BEINE;137
LE PLESSIER-HULEU;77
ESTREES;446
BAULNE-EN-BRIE;237
GUIVRY;221
VARISCOURT;109
CHATILLON-SUR-OISE;129
SOISSONS;29439
BRAY-SAINT-CHRISTOPHE;68
LE HERIE-LA-VIEVILLE;243
AUBENTON;713
BRAYE;131
BRISSAY-CHOIGNY;301
REMAUCOURT;372
SERAUCOURT-LE-GRAND;713
BERRY-AU-BAC;528
VIVAISE;702
PROVISEUX-ET-PLESNOY;102
CAUMONT;474
VILLERS-LE-SEC;236
VICHEL-NANTEUIL;86
ROMERY;63
FONTAINE-LES-CLERCS;274
CHERY-LES-POUILLY;644
PITHON;98
BEAURIEUX;705
SINCENY;2156
BOUFFIGNEREUX;110
SAINT-GENGOULPH;141
PARGNY-LES-BOIS;137
MONTIGNY-L'ALLIER;239
BEUVARDES;637
CUISSY-ET-GENY;59
REUILLY-SAUVIGNY;213
VAILLY-SUR-AISNE;2082
BIEVRES;76
BERNY-RIVIERE;582
PERLES;66
FONTENELLE-EN-BRIE;171
NEUFLIEUX;92
PARGNY-LA-DHUYS;158
BRENELLE;190
URVILLERS;591
LAVERSINE;99
ORIGNY-SAINTE-BENOITE;1767
CUIRY-HOUSSE;110
LA NEUVILLE-LES-DORENGT;348
BLANZY-LES-FISMES;93
HARGICOURT;559
VILLERS-SUR-FERE;420
LA HERIE;164
BONNESVALYN;198
HAUTION;153
BERZY-LE-SEC;395
LA VALLEE-AU-BLE;342
LE CATELET;220
GIZY;664
SAINT-ALGIS;146
SAINT-AUBIN;273
BANCIGNY;32
VILLENEUVE-SUR-FERE;231
FLEURY;148
QUINCY-SOUS-LE-MONT;52
BESNY-ET-LOIZY;350
CHERY-LES-ROZOY;114
CHAUNY;12512
SOMMETTE-EAUCOURT;157
LIERVAL;132
CHEZY-SUR-MARNE;1324
OULCHES-LA-VALLEE-FOULON;49
ANIZY-LE-CHATEAU;1902
MAIZY;354
FOURDRAIN;433
NAMPTEUIL-SOUS-MURET;76
URCEL;556
LOUATRE;215
BARZY-EN-THIERACHE;313
CONDE-EN-BRIE;626
DAMPLEUX;380
SOMMELANS;53
PONTRUET;324
OIGNY-EN-VALOIS;163
LOUPEIGNE;77
LHUYS;115
EPARCY;49
LA CHAPELLE-MONTHODON;209
MORSAIN;416
JAULGONNE;616
CHERMIZY-AILLES;70
BECQUIGNY;273
FESTIEUX;509
VILLERS-LES-GUISE;182
NAMPCELLES-LA-COUR;133
MONTIGNY-EN-ARROUAISE;273
BERRIEUX;160
CHIGNY;160
MURET-ET-CROUTTES;100
FLAVIGNY-LE-GRAND-ET-BEAURAIN;464
LAON;26241
SAINT-CLEMENT;59
DERCY;399
ANGUILCOURT-LE-SART;268
VILLERS-EN-PRAYERES;108
CHALANDRY;224
LAVAL-EN-LAONNOIS;213
FRESSANCOURT;184
LE SOURD;151
FONTAINE-NOTRE-DAME;381
CHERY-CHARTREUVE;309
MORTEFONTAINE;255
SERAIN;420
MAAST-ET-VIOLAINE;155
NEUVILLE-SUR-AILETTE;78
FRANCILLY-SELENCY;435
BEZU-LE-GUERY;204
MARLE;2524
LEME;476
CIERGES;62
CRAONNE;67
COURTEMONT-VARENNES;295
POMMIERS;602
GLAND;452
LANDOUZY-LA-COUR;174
MONTIGNY-LES-CONDE;56
LEUILLY-SOUS-COUCY;418
PLOISY;88
SERVAL;43
BILLY-SUR-OURCQ;201
AMBRIEF;84
PRISCES;105
ROUPY;262
RONCHERES;111
LUGNY;145
CHEZY-EN-ORXOIS;349
DHUIZEL;104
ETAMPES-SUR-MARNE;1311
VAUX-EN-VERMANDOIS;131
BOUE;1289
LA FERE;2817
SAINT-MICHEL;3653
CASTRES;164
MESBRECOURT-RICHECOURT;289
BEUGNEUX;83
CLERMONT-LES-FERMES;131
CONDREN;683
FRANQUEVILLE;123
ARCY-SAINTE-RESTITUE;369
BURELLES;152
ROCOURT-SAINT-MARTIN;298
COMMENCHON;155
VOULPAIX;370
BUCY-LES-CERNY;170
RENANSART;176
PRESLES-ET-BOVES;343
LAVAQUERESSE;209
CUFFIES;1489
VILLEQUIER-AUMONT;602
VENDELLES;127
ATTILLY;394
BERLANCOURT;93
GRISOLLES;159
COURCELLES-SUR-VESLE;295
SONS-ET-RONCHERES;236
SERINGES-ET-NESLES;236
GRANDLUP-ET-FAY;325
COINCY;1149
MARLY-GOMONT;427
MACOGNY;56
TARTIERS;168
GIBERCOURT;37
PONTRU;276
TRELOU-SUR-MARNE;891
LA VILLE-AUX-BOIS-LES-DIZY;205
AMIGNY-ROUY;626
CHARMES;1748
VIFFORT;212
MACHECOURT;122
NOGENT-L'ARTAUD;2050
TANNIERES;24
SAINT-ERME-OUTRE-ET-RAMECOURT;1860
JOUAIGNES;151
VAUCELLES-ET-BEFFECOURT;195
LESQUIELLES-SAINT-GERMAIN;847
AIZY-JOUY;240
FAUCOUCOURT;280
CHAVIGNY;153
VEUILLY-LA-POTERIE;127
MEZY-MOULINS;461
GERNICOURT;55
QUINCY-BASSE;68
TOULIS-ET-ATTENCOURT;114
PUISEUX-EN-RETZ;234
LEUZE;171
CREZANCY;1068
NOYALES;141
MARIGNY-EN-ORXOIS;415
FORESTE;142
WISSIGNICOURT;142
TAVAUX-ET-PONTSERICOURT;592
SAPONAY;246
EBOULEAU;203
ORAINVILLE;336
MISSY-LES-PIERREPONT;95
NEUILLY-SAINT-FRONT;2088
TERGNIER;15096
LA FERTE-MILON;2108
BASSOLES-AULERS;144
LE VERGUIER;231
OSTEL;82
SISSY;502
LEURY;113
LA CROIX-SUR-OURCQ;91
PERNANT;646
ETREUX;1669
BRUYS;19
FONTENELLE;272
CERSEUIL;80
VOHARIES;78
SAINT-PIERRE-AIGLE;354
SAINT-MARTIN-RIVIERE;119
NANTEUIL-NOTRE-DAME;76
SELENS;209
MONTHENAULT;106
SAINT-EUGENE;203
ETOUVELLES;199
FAVEROLLES;319
LISLET;232
VENDEUIL;858
FOLEMBRAY;1492
COURBES;31
CHACRISE;339
SERCHES;294
ACY;952
VERNEUIL-SOUS-COUCY;134
BAZOCHES-SUR-VESLES;383
MAUREGNY-EN-HAYE;420
HARTENNES-ET-TAUX;358
VASSENY;153
MERVAL;69
CORCY;306
BONY;124
BRENY;238
BRECY;318
BRUYERES-SUR-FERE;217
FLAVY-LE-MARTEL;1520
PANCY-COURTECON;52
BOSMONT-SUR-SERRE;186
MISSY-AUX-BOIS;102
SURFONTAINE;83
DAGNY-LAMBERCY;159
LANCHY;63
VAUDESSON;177
COEUVRES-ET-VALSERY;432
EPIEDS;331
VILLENEUVE-SAINT-GERMAIN;2313
ALAINCOURT;466
SOUCY;73
ARCHON;84
PARGNY-FILAIN;200
GERMAINE;67
LA NEUVILLE-HOUSSET;50
BELLEAU;135
PAARS;210
LANISCOURT;185
SERMOISE;340
BARENTON-BUGNY;534
QUIERZY;334
CERIZY;48
LA FERTE-CHEVRESIS;567
RAMICOURT;178
BUSSIARES;101
BERNOT;455
LERZY;213
SAMOUSSY;376
GROUGIS;348
MACQUIGNY;362
LA FLAMENGRIE;1099
SERVAIS;240
BERTRICOURT;70
OSLY-COURTIL;271
VERNEUIL-SUR-SERRE;253
MAYOT;176
WASSIGNY;1024
BARENTON-CEL;133
ENGLANCOURT;125
ATHIES-SOUS-LAON;2128
FROIDESTREES;219
LA MALMAISON;363
MANICAMP;344
BARENTON-SUR-SERRE;109
AUDIGNY;209
OHIS;317
MARTIGNY;462
BARISIS;669
EPAUX-BEZU;534
ABBECOURT;447
HAUTEVILLE;172
BENAY;187
LA NEUVILLE-EN-BEINE;152
TUPIGNY;350
VERVINS;2653
DORENGT;142
SAINT-GOBERT;320
PARCY-ET-TIGNY;243
SAINT-PIERRE-LES-FRANQUEVILLE;60
MONT-NOTRE-DAME;630
MONT-SAINT-MARTIN;40
CHIERRY;1034
CUTRY;98
CHEVENNES;155
MONTIGNY-LE-FRANC;192
BOURG-ET-COMIN;679
SAINT-AGNAN;106
COULONGES-COHAN;369
PREMONTRE;775
COURTRIZY-ET-FUSSIGNY;66
JUMENCOURT;119
CLAIRFONTAINE;497
SEQUEHART;217
AGNICOURT-ET-SECHELLES;211
ROUCY;329
PREMONT;714
CLASTRES;509
LE CHARMEL;282
ALLEMANT;117
MONT-SAINT-PERE;538
PARFONDEVAL;149
CHIVRES-VAL;574
AUBENCHEUL-AUX-BOIS;272
MONTFAUCON;165
LES AUTELS;74
FONTENOY;532
CRECY-AU-MONT;289
MORCOURT;577
NEUVILLE-SUR-MARGIVAL;91
CYS-LA-COMMUNE;127
MARIZY-SAINT-MARD;55
VILLERET;311
AMIFONTAINE;388
FONTAINE-UTERTE;119
DOLIGNON;46
ETAVES-ET-BOCQUIAUX;601
ROCQUIGNY;391
MORTIERS;213
ROZOY-SUR-SERRE;1079
MALZY;182
BELLENGLISE;410
CERNY-EN-LAONNOIS;54
MONTLOUE;191
SAINTE-GENEVIEVE;63
NEUVE-MAISON;618
BEZU-SAINT-GERMAIN;478
ETREAUPONT;934
BERTHENICOURT;199
THIERNU;128
LAIGNY;221
AISONVILLE-ET-BERNOVILLE;289
CROUY;2622
HIRSON;10327
BAGNEUX;62
AUTREMENCOURT;161
LA CELLE-SOUS-MONTMIRAIL;81
CONDE-SUR-AISNE;358
BLERANCOURT;1196
MONTHUREL;122
PETIT-VERLY;177
SOIZE;106
SACONIN-ET-BREUIL;234
LARGNY-SUR-AUTOMNE;257
SOMMERON;121
VESLUD;252
LIESSE-NOTRE-DAME;1326
CHAUDUN;282
VUILLERY;24
OMISSY;743
PAVANT;753
MISSY-SUR-AISNE;667
CUGNY;505
PARFONDRU;295
COINGT;73
FONSOMME;554
DURY;177
ROYAUCOURT-ET-CHAILVET;175
LANDRICOURT;128
SISSONNE;2110
BERLISE;100
RIBEMONT;2095
SAINS-RICHAUMONT;951
FILAIN;89
CHEVREGNY;196
MONTCHALONS;67
BRUMETZ;183
TAILLEFONTAINE;288
GUNY;446
FRESNOY-LE-GRAND;3272
NOUVRON-VINGRE;200
MAGNY-LA-FOSSE;140
CUISY-EN-ALMONT;355
MONTBAVIN;35
VORGES;377
MONTESCOURT-LIZEROLLES;1477
PONT-ARCY;109
GRUGIES;906
BIEUXY;25
MARCY;184
BRAINE;2069
ORGEVAL;66
MAREST-DAMPCOURT;326
CILLY;246
HARLY;1801
ROUVROY;425
ROMENY-SUR-MARNE;418
DOUCHY;150
VAUXTIN;51
ROGECOURT;92
MONTIGNY-LENGRAIN;636
HOURY;59
PIERREPONT;377
DOHIS;111
BRASLES;1235
AUBIGNY-EN-LAONNOIS;114
PAISSY;68
NOUVION-LE-COMTE;275
MONCEAU-LE-NEUF-ET-FAUCOUZY;330
RAILLIMONT;77
DAMMARD;418
PASSY-SUR-MARNE;112
LEMPIRE;107
CUIRY-LES-CHAUDARDES;42
HOUSSET;193
BILLY-SUR-AISNE;1189
BELLEU;4032
PONTAVERT;444
DIZY-LE-GROS;754
CROUTTES-SUR-MARNE;634
COURMELLES;1657
BICHANCOURT;937
BEAUVOIS-EN-VERMANDOIS;305
PRIEZ;47
CHASSEMY;709
ETREPILLY;85
ARTEMPS;338
FRIERES-FAILLOUEL;773
WIEGE-FATY;200
SAINT-NICOLAS-AUX-BOIS;92
GRICOURT;739
BLESMES;381
VILLE-SAVOYE;58
MERCIN-ET-VAUX;920
CHEVRESIS-MONCEAU;367
BEAUREVOIR;1497
SAINT-BANDRY;238
VREGNY;102
VADENCOURT;605
VIERZY;386
CAILLOUEL-CREPIGNY;426
NIZY-LE-COMTE;250
VENDIERES;123
BUZANCY;169
JEANTES;213
CONNIGIS;266
TORCY-EN-VALOIS;73
COUCY-LA-VILLE;176
GOUDELANCOURT-LES-PIERREPONT;147
PASSY-EN-VALOIS;140
MONTGRU-SAINT-HILAIRE;40
MONT-D'ORIGNY;919
VASSOGNE;50
MAISSEMY;195
ROGNY;116
VENEROLLES;265
CLAMECY;273
VIEL-ARCY;151
GUYENCOURT;224
MENNEVRET;653
CAULAINCOURT;120
OULCHY-LE-CHATEAU;849
GUISE;5896
CHAMPS;275
SAINTE-PREUVE;85
PROIX;135
AMBLENY;1116
RIBEAUVILLE;73
TUGNY-ET-PONT;268
FRESNES;151
BOURGUIGNON-SOUS-MONTBAVIN;121
NEUVILLETTE;195
SAINT-THOMAS;66
MARFONTAINE;88
BESMONT;146
LEHAUCOURT;832
BRISSY-HAMEGICOURT;626
PLOMION;518
SAVY;704
PUISIEUX-ET-CLANLIEU;300
CIRY-SALSOGNE;648
CRUPILLY;64
DOMMIERS;279
ETREILLERS;1104
CHOUY;318
LANDIFAY-ET-BERTAIGNEMONT;279
SILLY-LA-POTERIE;138
NAUROY;685
LIME;153
AUBIGNY-AUX-KAISNES;271
MONCEAU-LE-WAAST;229
CUIRY-LES-IVIERS;40
REGNY;249
VILLERS-SAINT-CHRISTOPHE;439
CHAILLEVOIS;175
VEZILLY;124
LAPPION;292
FRESNES-EN-TARDENOIS;263
GRAND-ROZOY;257
CONDE-SUR-SUIPPE;260
CELLES-LES-CONDE;77
CESSIERES;438
COURBOIN;269
VERDILLY;425
SORBAIS;286
THENAILLES;285
MENNEVILLE;275
BONNEIL;374
COUVRON-ET-AUMENCOURT;1015
CHAVIGNON;793
GANDELU;640
LE THUEL;149
SEPTVAUX;202
NEUFCHATEL-SUR-AISNE;492
BONCOURT;225
MONAMPTEUIL;153
VILLIERS-SAINT-DENIS;843
GLENNES;142
JUSSY;1290
CROIX-FONSOMME;218
BERTAUCOURT-EPOURDON;515
BUCILLY;218
SAINT-THIBAUT;57
LANDOUZY-LA-VILLE;530
GOUDELANCOURT-LES-BERRIEUX;74
COLLIGIS-CRANDELAIN;145
NESLES-LA-MONTAGNE;1071
LA CAPELLE;2004
AIZELLES;94
VERMAND;1072
MONTHIERS;141
SAINT-PIERREMONT;62
CELLES-SUR-AISNE;205
EVERGNICOURT;550
FOSSOY;618
MUSCOURT;36
CHAUDARDES;83
REMIGNY;369
MONS-EN-LAONNOIS;947
CHARLY-SUR-MARNE;2728
CHATEAU-THIERRY;14966
EPPES;348
VAUXREZIS;355
CHATILLON-LES-SONS;88
VIVIERES;385
COYOLLES;357
ROZIERES-SUR-CRISE;261
THENELLES;569
NOGENTEL;1032
LA CHAPELLE-SUR-CHEZY;217
CONCEVREUX;201
GRANDRIEUX;97
ORIGNY-EN-THIERACHE;1449
ACHERY;542
LESDINS;749
LIEZ;443
HARAMONT;574
MENNESSIS;346
LEVERGIES;577
OLLEZY;157
COLONFAY;94
VAUXBUIN;826
LA VALLEE-MULATRE;144
REVILLON;41
WATIGNY;369
GRAND-VERLY;137
TROESNES;213
NOUVION-ET-CATILLON;506
VILLERS-HELON;188
BUIRONFOSSE;1206
COURCHAMPS;98
NOYANT-ET-ACONIN;461
SAINT-SIMON;653
BEAUTOR;2981
PRESLES-ET-THIERNY;341
MONCEAU-LES-LEUPS;425
MONTCORNET;1692
VIELS-MAISONS;962
MARIZY-SAINTE-GENEVIEVE;124
AUTREPPES;142
MOY-DE-L'AISNE;1002
ANY-MARTIN-RIEUX;504
ESQUEHERIES;866
TROSLY-LOIRE;621
FAYET;580
HARCIGNY;264
ITANCOURT;1048
BRIE;69
HINACOURT;41
LATILLY;179
HOLNON;1335
MARCHAIS;381
PARPEVILLE;220
VIC-SUR-AISNE;1791
VIGNEUX-HOCQUET;265
VEZAPONIN;129
BRAYE-EN-THIERACHE;153
RETHEUIL;334
FESMY-LE-SART;463
CORBENY;632
FLUQUIERES;197
PONT-SAINT-MARD;179
MONTLEVON;255
EPAGNY;333
VINCY-REUIL-ET-MAGNY;141
MONTIGNY-SOUS-MARLE;62
BOIS-LES-PARGNY;172
RENNEVAL;133
TRAVECY;642
LESGES;81
CRECY-SUR-SERRE;1549
LA SELVE;190
NEUVILLE-SAINT-AMAND;906
